title,authors,year,source,paper,citations no.
The Blackpool landlady: A social history,JK Walton,1978,,,134
"Homology, topology, and typology: the history of modern debates",O Rieppel,1994,,,134
The Cambridge History of Iran,I Gershevitch,1985,https://books.google.com/books?hl=en&lr=lang_en&id=BBbyr932QdYC&oi=fnd&pg=PR11&dq=history&ots=2kiOWfneKR&sig=Fk7QHU7L704U2WjpmQGAGRPIwQQ,,133
Analysis and vision in the history of modern economic thought,R Heilbroner,1990,https://www.jstor.org/stable/2727102,,133
Sapporo virus: history and recent findings,"S Chiba, S Nakata, K Numata-Kinoshita…",2000,https://academic.oup.com/jid/article-abstract/181/Supplement_2/S303/1024137,https://academic.oup.com/jid/article/181/Supplement_2/S303/1024137?view=extract,133
"Cogongrass in the United States: history, ecology, impacts, and management","H Dozier, JF Gaffney, SK McDonald…",1998,https://www.cambridge.org/core/journals/weed-technology/article/cogongrass-in-the-united-states-history-ecology-impacts-and-management/A7BDCF934F42F5C5D3F618CD6979D68B,http://www.stoppinginvasives.com/dotAsset/50453e4e-0106-48b3-a648-de39430a0d73.pdf,133
Automatic history matching with variable-metric methods,"PH Yang, AT Watson",1988,https://onepetro.org/RE/article-abstract/3/03/995/75283,,133
A history of ambivalence and conflict in the discursive construction of the 'child victim'of sexual abuse,C Smart,1999,https://journals.sagepub.com/doi/abs/10.1177/096466399900800306,https://www.researchgate.net/profile/Carol-Smart/publication/249692271_A_History_of_Ambivalence_and_Conflict_in_the_Discursive_Construction_of_the_%27Child_Victim%27_of_Sexual_Abuse/links/5548fb400cf205bce7abfec9/A-History-of-Ambivalence-and-Conflict-in-the-Discursive-Construction-of-the-Child-Victim-of-Sexual-Abuse.pdf,133
Life history costs and consequences of rapid reproductive maturation in female rhesus macaques,"FB Bercovitch, JD Berard",1993,https://link.springer.com/article/10.1007/BF00164042,https://www.academia.edu/download/52955658/bf0016404220170503-10883-t1i8dt.pdf,133
JPL and the American space program: A history of the Jet Propulsion Laboratory,CR Koppes,1982,,,133
The natural history of periodontal disease in man: Tooth mortality rates before 40 years of age,"H Löe, ÅG ÅNerud, H Boysen…",1978,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0765.1978.tb00210.x,,133
"The History of Abortion: Technology, Morality, and Law",JW Dellapenna,1978,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/upitt40&section=24,,133
A History of Nursing: From the Earliest Times to the Present Day with Special Reference to the Work of the Past Thirty Years,LL Dock,1912,,,133
A novice isn't necessarily a novice—the influence of experience use history on subjective perceptions of recreation participation,"R Schreyer, DW Lime",1984,https://www.tandfonline.com/doi/abs/10.1080/01490408409513027,,133
Developmental history of the subplate and developing white matter in the murine neocortex. Neuronal organization and relationship with the main afferent systems at …,"JA Del Río, A Martínez, C Auladell, E Soriano",2000,https://academic.oup.com/cercor/article-abstract/10/8/784/310808,https://academic.oup.com/cercor/article/10/8/784/310808,133
Natural history of mixed chimerism after bone marrow transplantation with CD6-depleted allogeneic marrow: a stable equilibrium,"DC Roy, R Tantravahi, C Murray, K Dear, B Gorgone…",1990,https://ashpublications.org/blood/article-abstract/75/1/296/167353,https://www.sciencedirect.com/science/article/pii/S0006497120858522,133
The history of the Foundling Hospital,"RH Nichols, FA Wray",1935,,,133
The History of St. Bartholomew's Hospital,N Moore,1918,,,132
"Sample surveys: History, current practice, and future prospects","PH Rossi, JD Wright, AB Anderson",1983,https://books.google.com/books?hl=en&lr=lang_en&id=8EW0BQAAQBAJ&oi=fnd&pg=PA1&dq=history&ots=eMUS3uWjRF&sig=r7XqbqVzr5EXY3Ahys8fg6oHE3U,,132
In search of the Enlightenment: recent attempts to create a social history of ideas,R Darnton,1971,https://www.journals.uchicago.edu/doi/pdf/10.1086/240591,https://dash.harvard.edu/bitstream/handle/1/3403042/darnton_search.pdf,132
Stable money: a history of the movement,"I Fisher, HRL Cohrssen",1934,https://books.google.com/books?hl=en&lr=lang_en&id=iUQ5AAAAMAAJ&oi=fnd&pg=PR17&dq=history&ots=Js2Tu0wAVa&sig=lMBMYXtmL9obeEwqoJqlb4_LO70,https://books.google.com/books?hl=en&lr=lang_en&id=iUQ5AAAAMAAJ&oi=fnd&pg=PR17&dq=history&ots=Js2Tu0wAVa&sig=lMBMYXtmL9obeEwqoJqlb4_LO70,132
The rise of heritage and the reconstitution of history in South Africa,C Rassool,2000,https://journals.co.za/doi/pdf/10.10520/AJA02590190_544,https://journals.co.za/doi/pdf/10.10520/AJA02590190_544,132
A General History of the Baptist Denomination in America and other parts of the world,D Benedict,1848,https://books.google.com/books?hl=en&lr=lang_en&id=dxoyrRw1u6sC&oi=fnd&pg=PA1&dq=history&ots=SupcdxdOcD&sig=Iu_NK_xlqljEmoEYtxT7myt7t6w,https://books.google.com/books?hl=en&lr=lang_en&id=dxoyrRw1u6sC&oi=fnd&pg=PA1&dq=history&ots=SupcdxdOcD&sig=Iu_NK_xlqljEmoEYtxT7myt7t6w,132
PVTX history of the North Sea's Judy oilfield,"AC Aplin, SR Larter, MA Bigge, G Macleod…",2000,https://www.sciencedirect.com/science/article/pii/S0375674200000662,,132
Centennial History of Cincinnati and Representative Citizens,CT Greve,1904,,,132
History of oxygen therapy and retrolental fibroplasia.,"LS James, JT Lanman",1976,https://eric.ed.gov/?id=ED120998,,132
"Life-History and Behaviour of the Predacious Mite Typhlodromus (T.) caudiglans Schuster (Acarina: Phytoseiidae) in Ontario, with Notes on the Prey of Related …",WL Putman,1962,https://www.cambridge.org/core/journals/canadian-entomologist/article/lifehistory-and-behaviour-of-the-predacious-mite-typhlodromus-t-caudiglans-schuster-acarina-phytoseiidae-in-ontario-with-notes-on-the-prey-of-related-species1/1C1AFFE9DC7CA609B3526DE346B4A2E7,,132
The natural history of iron deficiency induced by phlebotomy,"ME Conrad, WH Crosby",1962,https://www.sciencedirect.com/science/article/pii/S0006497120807964,https://www.sciencedirect.com/science/article/pii/S0006497120807964,132
In place of slavery: a social history of British Indian and Javanese laborers in Suriname,R Hoefte,1998,,,132
A history of modern Wales,D Williams,1950,,,132
A Philosophical and Political History of the Settlements and Trade of the Europeans in the East and West Indies,A Raynal,1969,https://www.taylorfrancis.com/books/mono/10.4324/9781003101949/philosophical-political-history-settlements-trade-europeans-east-west-indies-abb%C3%A9-raynal,,131
Notes on a natural history of fads,"R Meyersohn, E Katz",1957,https://www.journals.uchicago.edu/doi/abs/10.1086/222108,https://repository.upenn.edu/cgi/viewcontent.cgi?article=1157&context=asc_papers,131
"… Study of the Conception of Time in Religious Thought and Practice, Containing the Forwood Lectures in the Philosophy and History of Religion Delivered in …",SGF Brandon,1965,https://books.google.com/books?hl=en&lr=lang_en&id=Sny7AAAAIAAJ&oi=fnd&pg=PP17&dq=history&ots=NVsH3rSm9e&sig=ID0zr9UpGgyVQ1Jf4ZBMYgmafdk,,131
The history and success of liquid CO2 and CO2/N2 fracturing system,"DVS Gupta, DM Bobier",1998,https://hero.epa.gov/hero/index.cfm/reference/details/reference_id/2085444,,131
"… Rolling Mills of the United States, with Discussions of Iron as a Chemical Element, an American Ore, and a Manufactured Article, in Commerce and in History",JP Lesley,1866,https://books.google.com/books?hl=en&lr=lang_en&id=HlHU4sYiRTMC&oi=fnd&pg=PR20&dq=history&ots=2vWyXe2lD0&sig=w2TX2dONoFbS-iyb7sXrQMSQKLA,https://books.google.com/books?hl=en&lr=lang_en&id=HlHU4sYiRTMC&oi=fnd&pg=PR20&dq=history&ots=2vWyXe2lD0&sig=w2TX2dONoFbS-iyb7sXrQMSQKLA,131
CONSTANCY OF POPULATION PARAMETERS FOR LIFE‐HISTORY AND FLORAL TRAITS IN RAPHANUS SATIVUS L. II. EFFECTS OF PLANTING DENSITY ON …,"SJ Mazer, CT Schick",1991,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1991.tb02694.x,,131
The History of British India,J Mill,1858,https://books.google.com/books?hl=en&lr=lang_en&id=rvZCAQAAMAAJ&oi=fnd&pg=PR33&dq=history&ots=h2EQTK6l9v&sig=BTNZh_BgzN1ya32jBboTIfPEMsQ,https://books.google.com/books?hl=en&lr=lang_en&id=rvZCAQAAMAAJ&oi=fnd&pg=PR33&dq=history&ots=h2EQTK6l9v&sig=BTNZh_BgzN1ya32jBboTIfPEMsQ,130
A comparative history of world philosophy: From the Upanishads to Kant,BA Scharfstein,1998,https://books.google.com/books?hl=en&lr=lang_en&id=1xXJBZLn04IC&oi=fnd&pg=PR11&dq=history&ots=GrzKq959DH&sig=PE2gm3ak8cktst6ig6OcI3AQwrA,,130
Invention and representation as cultural capital: Southwest French winegrowing history,RC Ulin,1995,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1525/aa.1995.97.3.02a00100,http://www.academicroom.com/article/invention-and-representation-cultural-capital-southwest-french-winegrowing-history,130
The Enclosed Garden: History and development of the Hortus Conclusus and its reintroduction into the present-day urban landscape,"R Aben, S De Wit",1999,https://books.google.com/books?hl=en&lr=lang_en&id=5ihAR9ASr4gC&oi=fnd&pg=PA109&dq=history&ots=H_sVhk-m1R&sig=a3kIoNRhPl9km2naWfGHdYuMJQg,https://books.google.com/books?hl=en&lr=lang_en&id=5ihAR9ASr4gC&oi=fnd&pg=PA109&dq=history&ots=H_sVhk-m1R&sig=a3kIoNRhPl9km2naWfGHdYuMJQg,130
Family history in recurrent depression,"DJ Kupfer, E Frank, LL Carpenter…",1989,https://www.sciencedirect.com/science/article/pii/0165032789900335,,130
A computerized diet history questionnaire for epidemiologic studies,"ML Slattery, BJ Caan, D Duncan, TD Berry…",1994,https://www.sciencedirect.com/science/article/pii/0002822394919445,,130
[Historiography and Postmodernism: Reconsiderations]: Reply to Professor Zagorin,FR Ankersmit,1990,https://www.jstor.org/stable/2505052,,130
"The new labor history and the powers of historical pessimism: Consensus, hegemony, and the case of the Knights of Labor",L Fink,1988,https://www.jstor.org/stable/1889657,,129
Life history correlates of taxonomic diversity,"JM Marzluff, KP Dial",1991,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2937185,https://scholarworks.umt.edu/cgi/viewcontent.cgi?article=1232&context=biosci_pubs,129
From subdivision improvement requirements to community benefit assessments and linkage payments: A brief history of land development exactions,RM Smith,1987,https://www.jstor.org/stable/1191469,https://scholarship.law.duke.edu/cgi/viewcontent.cgi?article=3882&context=lcp,129
Frequency of family history of acute myocardial infarction in patients with acute myocardial infarction,"M Ciruzzi, H Schargrodsky, J Rozlosnik…",1997,https://www.sciencedirect.com/science/article/pii/S0002914997003044,,127
Major depression in coronary artery disease patients with vs. without a prior history of depression.,"KE Freedland, RM Carney, PJ Lustman…",1992,https://europepmc.org/article/med/1502283,,127
A short history of the introduction and spread of Elodea Michx in the British Isles,DA Simpson,1984,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.667.7310&rep=rep1&type=pdf,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.667.7310&rep=rep1&type=pdf,127
Subsidence history and tectonic evolution of Atlantic-type continental margins,"MS Steckler, AB Watts",1982,https://books.google.com/books?hl=en&lr=lang_en&id=cMjGTqGUkcMC&oi=fnd&pg=PA184&dq=history&ots=cT2CRuVSof&sig=RLhouImvHRDSQhvOLDTmADHuPRs,,127
History and utilization ofRosa damascena,MP Widrlechner,1981,https://link.springer.com/article/10.1007/BF02859214,,79
A History of Kerala: Written in the Form of Notes on Visscher's Letters from Malabar,KPP Menon,1924,,https://dspace.gipe.ac.in/xmlui/bitstream/handle/10973/34523/GIPE-000228.pdf?sequence=3&isAllowed=y,78
Alternative life-history styles in anuran amphibians: evolutionary and ecological implications,WE Duellman,1989,https://link.springer.com/chapter/10.1007/978-94-009-2605-9_6,,78
Reflections on seven decades of activated sludge history,"JE Alleman, TBS Prakasam",1983,https://www.jstor.org/stable/25041901,,77
"The origin, history, and production of oat","JP Murphy, LA Hoffman",1992,https://acsess.onlinelibrary.wiley.com/doi/abs/10.2134/agronmonogr33.c1,,77
History of modern psychopharmacology: a personal view with an emphasis on antidepressants,EF Domino,1999,https://journals.lww.com/psychosomaticmedicine/fulltext/1999/09000/history_of_modern_psychopharmacology__a_personal.2.aspx,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.499.5796&rep=rep1&type=pdf,77
The new military history,P Paret,1991,https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1606&context=parameters,https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1606&context=parameters,76
Toward a history of screen practice,C Musser,1984,https://www.tandfonline.com/doi/pdf/10.1080/10509208409361190,,76
Aspects of the history of therapeutics,EH Ackerknecht,1962,https://www.jstor.org/stable/44451164,,76
Moral treatment reconsidered: some sociological comments on an episode in the history of British psychiatry,AT Scull,1979,https://www.cambridge.org/core/journals/psychological-medicine/article/moral-treatment-reconsidered-some-sociological-comments-on-an-episode-in-the-history-of-british-psychiatry/21F61652BBE6D88239D992EADF0AEA94,,76
Life-history and viability analysis of the endangered Hawaiian stilt,"JM Reed, CS Elphick, LW Oring",1998,https://www.sciencedirect.com/science/article/pii/S0006320797000773,https://ase.tufts.edu/biology/labs/reed/documents/pub1998ReedBC.pdf,76
On mathematics in the history of Sub-Saharan Africa,P Gerdes,1994,https://www.sciencedirect.com/science/article/pii/S0315086084710299,https://www.sciencedirect.com/science/article/pii/S0315086084710299,75
Thoreau's Body: Towards an Embodied Environmental History,C Sellers,1999,https://www.journals.uchicago.edu/doi/pdf/10.2307/3985398,https://www.researchgate.net/profile/Christopher-Sellers/publication/249292208_Thoreau%27s_Body_Towards_an_Embodied_Environmental_History/links/004635245ec6ea1336000000/Thoreaus-Body-Towards-an-Embodied-Environmental-History.pdf,75
A Perspective on the History of Generalizability Theory.,RL Brennan,1997,https://eric.ed.gov/?id=EJ562050,,75
The history of mathematics as a coupling link between secondary and university teaching,F Furinghetti,2000,https://www.tandfonline.com/doi/abs/10.1080/002073900287372,https://www.researchgate.net/profile/Fulvia-Furinghetti/publication/250891680_2000_-_The_history_of_mathematics_as_a_coupling_link_between_secondary_and_university_teaching/links/5b52826645851507a7b6eaad/2000-The-history-of-mathematics-as-a-coupling-link-between-secondary-and-university-teaching.pdf,75
History of the world's alliance of young men's Christian associations,CP Shedd,1955,https://ixtheo.de/Record/856686883,,75
A history of the child study movement in America,"ES Davidson, LT Benjamin",1987,https://link.springer.com/chapter/10.1007/978-1-4899-3620-2_3,,75
"Quaternary tectonic history and terrain evolution of the area around Bhuj, Mainland Kachchh, western India","MG Thakkar, DM Maurya, R Raj…",1999,https://www.researchgate.net/profile/M-Thakkar/publication/278025853_Quaternary_Tectonic_History_and_Terrain_Evolution_of_the_Area_around_Bhuj_Mainland_Kachchh_Western_India/links/558eb40308ae15962d8afc75/Quaternary-Tectonic-History-and-Terrain-Evolution-of-the-Area-around-Bhuj-Mainland-Kachchh-Western-India.pdf,https://www.researchgate.net/profile/M-Thakkar/publication/278025853_Quaternary_Tectonic_History_and_Terrain_Evolution_of_the_Area_around_Bhuj_Mainland_Kachchh_Western_India/links/558eb40308ae15962d8afc75/Quaternary-Tectonic-History-and-Terrain-Evolution-of-the-Area-around-Bhuj-Mainland-Kachchh-Western-India.pdf,75
Past obstetric history and risk of perinatal death in Jamaica,"R Greenwood, M Samms‐Vaughan…",1994,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3016.1994.tb00490.x,https://www.academia.edu/download/42726188/Past_obstetric_history_and_risk_of_perin20160216-2391-shbbru.pdf,75
RA Fisher on the history of inverse probability,S Zabell,1989,https://www.jstor.org/stable/2245634,https://www.researchgate.net/profile/Sandy-Zabell/publication/266282523_R_A_Fisher_on_the_history_of_inverse_probability_With_comments_by_Robin_L_Plackett_and_G_A_Barnard_and_a_rejoinder_by_the_author/links/0c96052955f421c717000000/R-A-Fisher-on-the-history-of-inverse-probability-With-comments-by-Robin-L-Plackett-and-G-A-Barnard-and-a-rejoinder-by-the-author.pdf,75
A study of the relation between personality and accident history.,S Craske,1968,https://psycnet.apa.org/record/1969-07142-001,,75
"Literary History of Sanskrit Buddhism (from Winternitz, Sylvain Levi, Huber)","GK Nariman, M Winternitz, S Lévi, E Huber",1972,https://books.google.com/books?hl=en&lr=lang_en&id=KYowUNgHH90C&oi=fnd&pg=PR17&dq=history&ots=qKaUhjWrwy&sig=dFWlp08Tt69PcQklwpydUSiokq0,https://books.google.com/books?hl=en&lr=lang_en&id=KYowUNgHH90C&oi=fnd&pg=PR17&dq=history&ots=qKaUhjWrwy&sig=dFWlp08Tt69PcQklwpydUSiokq0,75
