title,authors,year,source,paper,citations no.
Machine learning for fluid mechanics,"SL Brunton, BR Noack…",2020,https://www.annualreviews.org/doi/abs/10.1146/annurev-fluid-010719-060214,https://www.annualreviews.org/doi/full/10.1146/annurev-fluid-010719-060214,904
Wild patterns: Ten years after the rise of adversarial machine learning,"B Biggio, F Roli",2018,https://www.sciencedirect.com/science/article/pii/S0031320318302565,https://dl.acm.org/doi/pdf/10.1145/3243734.3264418,901
Elements of machine learning,P Langley,1996,https://books.google.com/books?hl=en&lr=lang_en&id=TNg5qVoqRtUC&oi=fnd&pg=PR9&dq=machine+learning&ots=Q4ppZsu0Mk&sig=yNrSPE8y9tH7TuPvA-wvdgLWeSY,n/a,896
Machine learning for medical imaging,"BJ Erickson, P Korfiatis, Z Akkus, TL Kline",2017,https://pubs.rsna.org/doi/abs/10.1148/rg.2017160130,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5375621/,889
Big data and machine learning in health care,"AL Beam, IS Kohane",2018,https://jamanetwork.com/journals/jama/article-abstract/2675024,http://www.zdrav.by/pdf/1237.pdf,887
Uncovering social spammers: social honeypots+ machine learning,"K Lee, J Caverlee, S Webb",2010,https://dl.acm.org/doi/abs/10.1145/1835449.1835522,https://www.researchgate.net/profile/Steve-Webb/publication/221299816_Uncovering_social_spammers_social_honeypots_machine_learning/links/0c96052a5c68313425000000/Uncovering-social-spammers-social-honeypots-machine-learning.pdf,879
Reconciling modern machine-learning practice and the classical bias–variance trade-off,"M Belkin, D Hsu, S Ma…",2019,https://www.pnas.org/content/116/32/15849.short,https://www.pnas.org/content/pnas/116/32/15849.full.pdf,861
Machine learning for sequential data: A review,TG Dietterich,2002,https://link.springer.com/chapter/10.1007/3-540-70659-3_2,https://link.springer.com/content/pdf/10.1007/3-540-70659-3_2.pdf,848
Machine learning in bioinformatics,"P Larranaga, B Calvo, R Santana…",2006,https://academic.oup.com/bib/article-abstract/7/1/86/264025,https://academic.oup.com/bib/article-pdf/7/1/86/23992771/bbk007.pdf,845
Recognizing facial expression: machine learning and application to spontaneous behavior,"MS Bartlett, G Littlewort, M Frank…",2005,https://ieeexplore.ieee.org/abstract/document/1467492/,https://www.academia.edu/download/45910896/Recognizing_Facial_Expression_Machine_Le20160524-808-1gs1dh3.pdf,844
Feature selection in machine learning: A new perspective,"J Cai, J Luo, S Wang, S Yang",2018,https://www.sciencedirect.com/science/article/pii/S0925231218302911,https://www.sciencedirect.com/science/article/am/pii/S0925231218302911,841
Determinantal point processes for machine learning,"A Kulesza, B Taskar",2012,https://arxiv.org/abs/1207.6083,https://arxiv.org/pdf/1207.6083,840
Sparse greedy matrix approximation for machine learning,"AJ Smola, B Schölkopf",2000,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.43.3153,n/a,834
Drug design by machine learning: support vector machines for pharmaceutical data analysis,"R Burbidge, M Trotter, B Buxton, S Holden",2001,https://www.sciencedirect.com/science/article/pii/S0097848501000948,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.330.8667&rep=rep1&type=pdf,833
"Python machine learning: Machine learning and deep learning with Python, scikit-learn, and TensorFlow 2","S Raschka, V Mirjalili",2019,https://books.google.com/books?hl=en&lr=lang_en&id=sKXIDwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=V9HkoQWJHq&sig=WjjCuLdaEtcEWBsPAQfA93aiaPo,n/a,832
"Automated machine learning: methods, systems, challenges","F Hutter, L Kotthoff, J Vanschoren",2019,https://library.oapen.org/handle/20.500.12657/23012,https://library.oapen.org/bitstream/handle/20.500.12657/23012/1007149.pdf,828
The security of machine learning,"M Barreno, B Nelson, AD Joseph, JD Tygar",2010,https://link.springer.com/article/10.1007/s10994-010-5188-5,https://link.springer.com/content/pdf/10.1007/s10994-010-5188-5.pdf,826
Machine learning and data mining methods in diabetes research,"I Kavakiotis, O Tsave, A Salifoglou…",2017,https://www.sciencedirect.com/science/article/pii/S2001037016300733,https://www.sciencedirect.com/science/article/pii/S2001037016300733,821
Gaussian processes for machine learning,M Seeger,2004,https://www.worldscientific.com/doi/abs/10.1142/S0129065704001899,https://infoscience.epfl.ch/record/161301/files/bayesgp-tut.pdf,805
Weka: Practical machine learning tools and techniques with Java implementations,"IH Witten, E Frank, LE Trigg, MA Hall, G Holmes…",1999,https://researchcommons.waikato.ac.nz/handle/10289/1040,https://researchcommons.waikato.ac.nz/bitstream/handle/10289/1040/uow-cs-wp-1999-11.pdf?sequence=1,802
"C4. 5: Programs for machine learning by j. ross quinlan. morgan kaufmann publishers, inc., 1993",SL Salzberg,1994,http://server3.eca.ir/isi/forum/Programs%20for%20Machine%20Learning.pdf,http://server3.eca.ir/isi/forum/Programs%20for%20Machine%20Learning.pdf,799
Perspective: Machine learning potentials for atomistic simulations,J Behler,2016,https://aip.scitation.org/doi/abs/10.1063/1.4966192,https://aip.scitation.org/doi/full/10.1063/1.4966192,797
Statistical and Machine Learning forecasting methods: Concerns and ways forward,"S Makridakis, E Spiliotis, V Assimakopoulos",2018,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194889,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194889,795
Graphical models for machine learning and digital communication,"BJ Frey, JF Brendan, BJ Frey",1998,https://books.google.com/books?hl=en&lr=lang_en&id=4NVAIjGKgaAC&oi=fnd&pg=PR9&dq=machine+learning&ots=ioveX9jR5N&sig=3hz8RlS0xxCxyEQHXlehPy130II,n/a,786
A survey of multi-view machine learning,S Sun,2013,https://link.springer.com/article/10.1007/s00521-013-1362-6,https://shiliangsun.github.io/pubs/MVML_final.pdf,781
Recent advances and applications of machine learning in solid-state materials science,"J Schmidt, MRG Marques, S Botti…",2019,https://www.nature.com/articles/s41524-019-0221-0,https://www.nature.com/articles/s41524-019-0221-0,776
Empirical asset pricing via machine learning,"S Gu, B Kelly, D Xiu",2020,https://academic.oup.com/rfs/article-abstract/33/5/2223/5758276,https://academic.oup.com/rfs/article/33/5/2223/5758276,773
Some studies in machine learning using the game of checkers. II—Recent progress,AL Samuel,1967,https://ieeexplore.ieee.org/abstract/document/5391906/,http://users.auth.gr/kehagiat/Research/GameTheory/12CombBiblio/Checkers_Samuels_ibmrd1106C.pdf,772
Power to the people: The role of humans in interactive machine learning,"S Amershi, M Cakmak, WB Knox, T Kulesza",2014,https://ojs.aaai.org/index.php/aimagazine/article/view/2513,https://ojs.aaai.org/index.php/aimagazine/article/view/2513,770
"Data-driven science and engineering: Machine learning, dynamical systems, and control","SL Brunton, JN Kutz",2022,https://books.google.com/books?hl=en&lr=lang_en&id=rxNkEAAAQBAJ&oi=fnd&pg=PR9&dq=machine+learning&ots=kmDYX1NC7p&sig=3e4A60X4mFgjEwiCE4FbVuK3MY8,https://www.researchgate.net/profile/Steven-Brunton-2/publication/331230334_Singular_Value_Decomposition_SVD/links/5e229cb5299bf1e1fab9fc1a/Singular-Value-Decomposition-SVD.pdf,769
Classes of kernels for machine learning: a statistics perspective,MG Genton,2001,https://www.jmlr.org/papers/volume2/genton01a/genton01a.pdf,https://www.jmlr.org/papers/volume2/genton01a/genton01a.pdf,763
“Memo” functions and machine learning,D Michie,1968,https://www.nature.com/articles/218019a0,https://stacks.stanford.edu/file/druid:dn905ks9646/dn905ks9646.pdf,762
Applications of machine learning in drug discovery and development,"J Vamathevan, D Clark, P Czodrowski…",2019,https://www.nature.com/articles/s41573-019-0024-5,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6552674/,760
A survey of feature selection and feature extraction techniques in machine learning,"S Khalid, T Khalil, S Nasreen",2014,https://ieeexplore.ieee.org/abstract/document/6918213),https://www.researchgate.net/profile/Samina-Khalid-4/publication/287743399_A_survey_of_feature_selection_and_feature_extraction_techniques_in_machine_learning/links/5804d96808ae98cb6f2a5b04/A-survey-of-feature-selection-and-feature-extraction-techniques-in-machine-learning.pdf,759
A machine learning approach to twitter user classification,"M Pennacchiotti, AM Popescu",2011,https://ojs.aaai.org/index.php/ICWSM/article/view/14139,https://ojs.aaai.org/index.php/ICWSM/article/download/14139/13988,757
The discipline of machine learning,TM Mitchell,2006,http://ra.adm.cs.cmu.edu/anon/usr0/ftp/anon/ml/CMU-ML-06-108.pdf,http://ra.adm.cs.cmu.edu/anon/usr0/ftp/anon/ml/CMU-ML-06-108.pdf,756
Machine learning for Internet of Things data analysis: A survey,"MS Mahdavinejad, M Rezvan, M Barekatain…",2018,https://www.sciencedirect.com/science/article/pii/S235286481730247X,https://www.sciencedirect.com/science/article/pii/S235286481730247X,756
Flow clustering using machine learning techniques,"A McGregor, M Hall, P Lorier, J Brunskill",2004,https://link.springer.com/chapter/10.1007/978-3-540-24668-8_21,https://researchcommons.waikato.ac.nz/bitstream/handle/10289/10848/Flow_Clustering_Using_Machine_Learning_Techniques.pdf?sequence=2,753
"Machine learning in manufacturing: advantages, challenges, and applications","T Wuest, D Weimer, C Irgens…",2016,https://www.tandfonline.com/doi/abs/10.1080/21693277.2016.1192517,https://www.tandfonline.com/doi/pdf/10.1080/21693277.2016.1192517,748
Machine learning in materials informatics: recent applications and prospects,"R Ramprasad, R Batra, G Pilania…",2017,https://www.nature.com/articles/s41524-017-0056-5,https://www.nature.com/articles/s41524-017-0056-5,748
Implementation of machine-learning classification in remote sensing: An applied review,"AE Maxwell, TA Warner, F Fang",2018,https://www.tandfonline.com/doi/abs/10.1080/01431161.2018.1433343,https://www.tandfonline.com/doi/pdf/10.1080/01431161.2018.1433343?needAccess=true&,746
Improving propensity score weighting using machine learning,"BK Lee, J Lessler, EA Stuart",2010,https://onlinelibrary.wiley.com/doi/abs/10.1002/sim.3782,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2807890/,743
A review of machine learning algorithms for text-documents classification,"A Khan, B Baharudin, LH Lee, K Khan",2010,https://www.academia.edu/download/38147943/jait0101.pdf#page=6,https://www.academia.edu/download/38147943/jait0101.pdf#page=6,738
Applications of machine learning and rule induction,"P Langley, HA Simon",1995,https://dl.acm.org/doi/abs/10.1145/219717.219768,https://dl.acm.org/doi/pdf/10.1145/219717.219768,733
A survey of machine learning for big data processing,"J Qiu, Q Wu, G Ding, Y Xu, S Feng",2016,https://link.springer.com/article/10.1186/s13634-016-0355-x,https://link.springer.com/article/10.1186/s13634-016-0355-x,723
Ontology matching: A machine learning approach,"AH Doan, J Madhavan, P Domingos, A Halevy",2004,https://link.springer.com/chapter/10.1007/978-3-540-24750-0_19,https://homes.cs.washington.edu/~pedrod/papers/hois.pdf,717
Feature selection for machine learning: comparing a correlation-based filter approach to the wrapper.,"MA Hall, LA Smith",1999,https://www.aaai.org/Library/FLAIRS/1999/flairs99-042.php,n/a,716
An overview of machine learning,"JG Carbonell, RS Michalski, TM Mitchell",1983,https://www.sciencedirect.com/science/article/pii/B9780080510545500054,http://ebot.gmu.edu/bitstream/handle/1920/1569/83-02.pdf?sequence=1&isAllowed=y,706
Machine learning classification over encrypted data,"R Bost, RA Popa, S Tu, S Goldwasser",2014,https://eprint.iacr.org/2014/331,https://eprint.iacr.org/2014/331.pdf,698
Optimization for machine learning,"S Sra, S Nowozin, SJ Wright",2012,https://books.google.com/books?hl=en&lr=lang_en&id=JPQx7s2L1A8C&oi=fnd&pg=PR5&dq=machine+learning&ots=veh9xfmbE8&sig=YpFyK_MwNYoRZr1HIAusmn_wHBo,http://optml.mit.edu/teach/6881/lect7.pdf,694
Hidden physics models: Machine learning of nonlinear partial differential equations,"M Raissi, GE Karniadakis",2018,https://www.sciencedirect.com/science/article/pii/S0021999117309014,https://www.sciencedirect.com/science/article/am/pii/S0021999117309014,693
Badnets: Identifying vulnerabilities in the machine learning model supply chain,"T Gu, B Dolan-Gavitt, S Garg",2017,https://arxiv.org/abs/1708.06733,https://arxiv.org/pdf/1708.06733.pdf?ref=https://githubhelp.com,692
An empirical comparison of machine learning models for time series forecasting,"NK Ahmed, AF Atiya, NE Gayar…",2010,https://www.tandfonline.com/doi/abs/10.1080/07474938.2010.481556,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.114.8923&rep=rep1&type=pdf,689
Machine learning and data mining,TM Mitchell,1999,https://dl.acm.org/doi/fullHtml/10.1145/319382.319388,https://dl.acm.org/doi/fullHtml/10.1145/319382.319388,688
Machine learning in geosciences and remote sensing,"DJ Lary, AH Alavi, AH Gandomi, AL Walker",2016,https://www.sciencedirect.com/science/article/pii/S1674987115000821,https://www.sciencedirect.com/science/article/pii/S1674987115000821,684
Introduction to machine learning for brain imaging,"S Lemm, B Blankertz, T Dickhaus, KR Müller",2011,https://www.sciencedirect.com/science/article/pii/S1053811910014163,https://icg.gwu.edu/sites/g/files/zaxdzs1481/f/downloads/Introduction%20to%20machine%20learning%20for%20brain%20imaging.pdf,679
Machine learning approaches to estimating software development effort,"K Srinivasan, D Fisher",1995,https://ieeexplore.ieee.org/abstract/document/345828/,n/a,678
"A comprehensive survey on machine learning for networking: evolution, applications and research opportunities","R Boutaba, MA Salahuddin, N Limam, S Ayoubi…",2018,https://link.springer.com/article/10.1186/s13174-018-0087-2,https://link.springer.com/article/10.1186/s13174-018-0087-2,673
A general-purpose machine learning framework for predicting properties of inorganic materials,"L Ward, A Agrawal, A Choudhary…",2016,https://www.nature.com/articles/npjcompumats201628?report=reader,https://www.nature.com/articles/npjcompumats201628?report=reader,671
Data mining and analytics in the process industry: The role of machine learning,"Z Ge, Z Song, SX Ding, B Huang",2017,https://ieeexplore.ieee.org/abstract/document/8051033/,https://ieeexplore.ieee.org/iel7/6287639/7859429/08051033.pdf,666
"An empirical comparison of pattern recognition, neural nets, and machine learning classification methods.","SM Weiss, I Kapouleas",1989,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.81.9576&rep=rep1&type=pdf,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.81.9576&rep=rep1&type=pdf,663
Machine learning from imbalanced data sets 101,F Provost,2000,https://www.aaai.org/Papers/Workshops/2000/WS-00-05/WS00-05-001.pdf,https://www.aaai.org/Papers/Workshops/2000/WS-00-05/WS00-05-001.pdf,658
Weka-a machine learning workbench for data mining,"E Frank, M Hall, G Holmes, R Kirkby…",2009,https://link.springer.com/chapter/10.1007/978-0-387-09823-4_66,https://researchcommons.waikato.ac.nz/bitstream/handle/10289/1497/Weka%20A%20machine%20learning%20workbench%20for%20data%20mining.pdf?sequence=1,653
mlr: Machine Learning in R,"B Bischl, M Lang, L Kotthoff, J Schiffner…",2016,https://www.jmlr.org/papers/volume17/15-066/15-066.pdf,https://www.jmlr.org/papers/volume17/15-066/15-066.pdf,652
A review of machine learning approaches to spam filtering,"TS Guzella, WM Caminhas",2009,https://www.sciencedirect.com/science/article/pii/S095741740900181X,https://www.sciencedirect.com/science/article/pii/S095741740900181X,650
Hyperopt: A python library for optimizing the hyperparameters of machine learning algorithms,"J Bergstra, D Yamins, DD Cox",2013,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.704.3494&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.704.3494&rep=rep1&type=pdf,636
Applications of machine learning to machine fault diagnosis: A review and roadmap,"Y Lei, B Yang, X Jiang, F Jia, N Li, AK Nandi",2020,https://www.sciencedirect.com/science/article/pii/S0888327019308088,https://bura.brunel.ac.uk/bitstream/2438/20040/1/FullText.pdf,619
Practical feature subset selection for machine learning,"MA Hall, LA Smith",1998,https://researchcommons.waikato.ac.nz/handle/10289/1512,https://researchcommons.waikato.ac.nz/bitstream/handle/10289/1512/Practicalfeaturesubset?sequence=1,616
Torch: a modular machine learning software library,"R Collobert, S Bengio, J Mariéthoz",2002,https://infoscience.epfl.ch/record/82802/files/rr02-46.pdf,https://infoscience.epfl.ch/record/82802/files/rr02-46.pdf,615
Machine learning and prediction in medicine—beyond the peak of inflated expectations,"JH Chen, SM Asch",2017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5953825/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5953825/,614
Machine learning: a Bayesian and optimization perspective,S Theodoridis,2015,https://books.google.com/books?hl=en&lr=lang_en&id=NHODBAAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=2SPqGMJmWU&sig=tO6m4jWaQJ9JEIynJcyJuZSA1Vs,https://eclass.uoa.gr/modules/document/file.php/DI443/Lecture%201/SlidesChapt-1.pdf,608
Overfitting and undercomputing in machine learning,T Dietterich,1995,https://dl.acm.org/doi/pdf/10.1145/212094.212114,https://dl.acm.org/doi/pdf/10.1145/212094.212114,607
Ten quick tips for machine learning in computational biology,D Chicco,2017,https://link.springer.com/article/10.1186/s13040-017-0155-3,https://link.springer.com/article/10.1186/s13040-017-0155-3,603
